Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Murrumbeena,8/145 Murrumbeena Rd,2,u,435000.0,PI,Woodards,28/08/2016,12.1,3163.0,2.0,1.0,1.0,0.0,,1970.0,Glen Eira,-37.8941,145.0655,Southern Metropolitan,4442.0
Murrumbeena,4/1 Howe St,2,t,745500.0,S,Buxton,30/07/2016,12.1,3163.0,2.0,1.0,1.0,186.0,110.0,1980.0,Glen Eira,-37.8947,145.0722,Southern Metropolitan,4442.0
Ormond,21 Tyrone St,2,h,1960000.0,S,Gary,3/12/2016,11.8,3204.0,2.0,1.0,1.0,719.0,,,Glen Eira,-37.9071,145.046,Southern Metropolitan,3578.0
Ormond,1/316 Tucker Rd,2,h,758000.0,S,Buxton,4/03/2017,11.8,3204.0,2.0,1.0,1.0,250.0,,,Glen Eira,-37.9063,145.0535,Southern Metropolitan,3578.0
Ormond,32a Bewdley St,2,h,1250000.0,S,Ray,8/10/2016,11.8,3204.0,2.0,1.0,1.0,516.0,,,Glen Eira,-37.906,145.0497,Southern Metropolitan,3578.0
Ormond,13 Stewart St,2,h,1360000.0,PI,hockingstuart,8/10/2016,11.8,3204.0,3.0,1.0,1.0,690.0,,1930.0,Glen Eira,-37.9056,145.0288,Southern Metropolitan,3578.0
Ormond,14/21 Lillimur Rd,2,u,435000.0,S,RT,10/09/2016,11.8,3204.0,1.0,1.0,1.0,0.0,,,Glen Eira,-37.9016,145.0414,Southern Metropolitan,3578.0
Ormond,2/31 Malane St,2,u,950000.0,S,Gary,10/12/2016,11.8,3204.0,2.0,1.0,1.0,0.0,,,Glen Eira,-37.9009,145.037,Southern Metropolitan,3578.0
Ormond,2/43 Ulupna Rd,2,h,810000.0,S,hockingstuart,12/11/2016,11.8,3204.0,2.0,1.0,1.0,210.0,90.0,1996.0,Glen Eira,-37.9001,145.0428,Southern Metropolitan,3578.0
Ormond,3a Fraser St,2,h,861000.0,S,Gary,14/05/2016,11.8,3204.0,2.0,1.0,1.0,0.0,,2002.0,Glen Eira,-37.9026,145.0364,Southern Metropolitan,3578.0
Ormond,616 North Rd,2,h,765000.0,S,Eview,14/05/2016,11.8,3204.0,2.0,1.0,2.0,300.0,,,Glen Eira,-37.9045,145.0426,Southern Metropolitan,3578.0
Ormond,1/75 Lillimur Rd,2,u,475000.0,S,Gary,19/11/2016,11.8,3204.0,2.0,1.0,1.0,0.0,52.0,2011.0,Glen Eira,-37.8986,145.042,Southern Metropolitan,3578.0
Ormond,1 Blackshaw St,2,h,1668000.0,S,Buxton,24/09/2016,11.8,3204.0,3.0,1.0,2.0,595.0,,,Glen Eira,-37.9092,145.0507,Southern Metropolitan,3578.0
Ormond,55 Carlyon St,2,h,981000.0,S,C21,25/02/2017,11.8,3204.0,2.0,1.0,1.0,533.0,,,Glen Eira,-37.9048,145.0418,Southern Metropolitan,3578.0
Ormond,5/11 Ormond Rd,2,u,430000.0,PI,Purplebricks,25/02/2017,11.8,3204.0,2.0,1.0,1.0,0.0,69.0,1970.0,Glen Eira,-37.903,145.0452,Southern Metropolitan,3578.0
Ormond,3/11 Ormond Rd,2,u,410000.0,SA,Stockdale,26/07/2016,11.8,3204.0,2.0,1.0,1.0,0.0,65.0,1970.0,Glen Eira,-37.903,145.0452,Southern Metropolitan,3578.0
Ormond,2 Wimmera St,2,h,1177000.0,S,Thomson,27/11/2016,11.8,3204.0,2.0,1.0,2.0,452.0,105.0,1930.0,Glen Eira,-37.9024,145.0539,Southern Metropolitan,3578.0
Ormond,2/35 Leila Rd,2,u,617500.0,S,Biggin,28/05/2016,11.8,3204.0,2.0,1.0,1.0,94.0,91.0,1970.0,Glen Eira,-37.9011,145.0474,Southern Metropolitan,3578.0
Ormond,1/24 Lillimur Rd,2,u,479500.0,S,Ray,28/05/2016,11.8,3204.0,2.0,1.0,1.0,0.0,92.0,,Glen Eira,-37.9021,145.0417,Southern Metropolitan,3578.0
Ormond,3/302 Grange Rd,2,u,405000.0,VB,Besser,28/08/2016,11.8,3204.0,2.0,1.0,1.0,0.0,68.0,1970.0,Glen Eira,-37.9031,145.0444,Southern Metropolitan,3578.0
Ormond,5/30 Lillimur Rd,2,u,450000.0,VB,Ray,30/07/2016,11.8,3204.0,2.0,1.0,1.0,0.0,,2005.0,Glen Eira,-37.9014,145.0418,Southern Metropolitan,3578.0
West Footscray,140 Essex St,2,h,912500.0,S,Village,3/12/2016,8.2,3012.0,2.0,1.0,1.0,444.0,98.0,1940.0,Maribyrnong,-37.7933,144.876,Western Metropolitan,5058.0
West Footscray,12/32 Argyle St,2,h,438000.0,S,hockingstuart,8/10/2016,8.2,3012.0,2.0,1.0,2.0,0.0,75.0,1970.0,Maribyrnong,-37.7952,144.8749,Western Metropolitan,5058.0
West Footscray,2/10 Hatfield Ct,2,h,360000.0,S,Sweeney,8/10/2016,8.2,3012.0,2.0,1.0,1.0,92.0,,1970.0,Maribyrnong,-37.8095,144.869,Western Metropolitan,5058.0
West Footscray,18/24 Dongola Rd,2,t,620000.0,S,Village,10/09/2016,8.2,3012.0,3.0,1.0,1.0,144.0,,,Maribyrnong,-37.7926,144.8809,Western Metropolitan,5058.0
West Footscray,5/28 Hampton Pde,2,h,415000.0,S,Sweeney,10/09/2016,8.2,3012.0,2.0,1.0,1.0,80.0,64.0,1980.0,Maribyrnong,-37.806,144.8674,Western Metropolitan,5058.0
West Footscray,12/624 Barkly St,2,u,470000.0,S,hockingstuart,12/11/2016,8.2,3012.0,2.0,1.0,1.0,0.0,,,Maribyrnong,-37.7968,144.8735,Western Metropolitan,5058.0
West Footscray,21 Napoleon St,2,h,1001000.0,S,Burnham,15/10/2016,8.2,3012.0,2.0,1.0,4.0,596.0,,,Maribyrnong,-37.7913,144.8689,Western Metropolitan,5058.0
West Footscray,2/746 Barkly St,2,t,520000.0,S,Sweeney,16/07/2016,8.2,3012.0,2.0,1.0,1.0,148.0,,,Maribyrnong,-37.7956,144.8641,Western Metropolitan,5058.0
West Footscray,3/1 Carmichael St,2,t,510000.0,VB,Biggin,18/03/2017,8.2,3012.0,2.0,2.0,1.0,0.0,,,Maribyrnong,-37.7991,144.879,Western Metropolitan,5058.0
West Footscray,2/30 Fontein St,2,u,545000.0,SP,Biggin,18/03/2017,8.2,3012.0,2.0,1.0,1.0,154.0,2.0,2005.0,Maribyrnong,-37.8004,144.8647,Western Metropolitan,5058.0
West Footscray,23 Fontein St,2,h,850000.0,S,Sweeney,22/05/2016,8.2,3012.0,2.0,1.0,2.0,462.0,101.0,1960.0,Maribyrnong,-37.8009,144.8653,Western Metropolitan,5058.0
West Footscray,2a Hope St,2,h,705000.0,S,Jas,22/05/2016,8.2,3012.0,2.0,1.0,1.0,308.0,,,Maribyrnong,-37.7908,144.8717,Western Metropolitan,5058.0
West Footscray,35 Exhibition St,2,h,790000.0,S,Village,24/09/2016,8.2,3012.0,2.0,1.0,1.0,259.0,,,Maribyrnong,-37.8058,144.875,Western Metropolitan,5058.0
West Footscray,50 Hex St,2,h,770000.0,S,Village,24/09/2016,8.2,3012.0,3.0,1.0,1.0,267.0,95.0,1940.0,Maribyrnong,-37.8021,144.8629,Western Metropolitan,5058.0
West Footscray,77 Suffolk St,2,h,495000.0,S,Burnham,24/09/2016,8.2,3012.0,2.0,1.0,2.0,161.0,700.0,1977.0,Maribyrnong,-37.7905,144.8714,Western Metropolitan,5058.0
West Footscray,51 Roberts St,2,h,326500.0,S,Sweeney,25/02/2017,8.2,3012.0,2.0,1.0,2.0,626.0,,,Maribyrnong,-37.8067,144.8707,Western Metropolitan,5058.0
West Footscray,10/745 Barkly St,2,u,262500.0,PI,Sweeney,27/11/2016,8.2,3012.0,2.0,1.0,1.0,0.0,,,Maribyrnong,-37.796,144.8634,Western Metropolitan,5058.0
West Footscray,5/14 Busch St,2,h,450000.0,S,hockingstuart,27/11/2016,8.2,3012.0,2.0,1.0,1.0,0.0,90.0,1980.0,Maribyrnong,-37.7956,144.8762,Western Metropolitan,5058.0
West Footscray,5/652 Barkly St,2,u,456000.0,S,Sweeney,28/05/2016,8.2,3012.0,2.0,1.0,1.0,0.0,,1975.0,Maribyrnong,-37.7966,144.8716,Western Metropolitan,5058.0
West Footscray,4/17 Beaumont Pde,2,u,420000.0,VB,Greg,28/08/2016,8.2,3012.0,2.0,1.0,1.0,781.0,82.0,2013.0,Maribyrnong,-37.8079,144.8684,Western Metropolitan,5058.0
Albion,7 Dalworth St,2,h,765000.0,SA,Barry,4/02/2016,13.9,3020.0,2.0,1.0,2.0,672.0,111.0,1958.0,Brimbank,-37.7812,144.8121,Western Metropolitan,2185.0
Albion,12 Wyalong St,2,h,730000.0,S,Bells,4/03/2017,13.9,3020.0,2.0,1.0,0.0,697.0,94.0,1970.0,Brimbank,-37.7778,144.81799999999996,Western Metropolitan,2185.0
Albion,3/14 Ridley St,2,t,300000.0,PI,FN,11/02/2017,13.9,3020.0,2.0,1.0,1.0,74.0,,1970.0,Brimbank,-37.7836,144.8256,Western Metropolitan,2185.0
Albion,27 Burnewang St,2,h,670000.0,S,Barry,15/10/2016,13.9,3020.0,2.0,1.0,2.0,697.0,,1950.0,Brimbank,-37.7835,144.8176,Western Metropolitan,2185.0
Albion,12 Coolamon St,2,h,600000.0,SP,Barry,22/05/2016,13.9,3020.0,2.0,1.0,1.0,534.0,90.0,1950.0,Brimbank,-37.7795,144.8204,Western Metropolitan,2185.0
Albion,25 Brisbane St,2,u,463000.0,S,Barry,24/09/2016,13.9,3020.0,3.0,1.0,1.0,199.0,,,Brimbank,-37.7761,144.8164,Western Metropolitan,2185.0
Albion,16/20 Talmage St,2,t,319000.0,SP,Barry,24/09/2016,13.9,3020.0,2.0,1.0,1.0,0.0,78.0,1970.0,Brimbank,-37.7796,144.8252,Western Metropolitan,2185.0
Albion,28 Selwyn St,2,h,541000.0,S,Barry,27/06/2016,13.9,3020.0,2.0,1.0,1.0,497.0,,,Brimbank,-37.7806,144.8159,Western Metropolitan,2185.0
Albion,3 Barclay St,2,h,460000.0,S,Barry,30/07/2016,13.9,3020.0,2.0,1.0,2.0,463.0,85.0,,Brimbank,-37.7813,144.8234,Western Metropolitan,2185.0
Albion,5/25 Ridley St,2,u,190000.0,SP,Burnham,30/07/2016,13.9,3020.0,2.0,1.0,1.0,0.0,,,Brimbank,-37.7839,144.8239,Western Metropolitan,2185.0
Brooklyn,1/8 Paw Paw Rd,2,h,507000.0,SP,hockingstuart,25/02/2017,10.9,3012.0,2.0,1.0,2.0,191.0,87.0,2014.0,Brimbank,-37.8226,144.8392,Western Metropolitan,962.0
Glen Huntly,7/15 Manchester Gr,2,u,695000.0,S,Woodards,4/06/2016,10.4,3163.0,2.0,2.0,1.0,0.0,,,Glen Eira,-37.8878,145.0407,Southern Metropolitan,2403.0
Glen Huntly,2/143 Grange Rd,2,u,695000.0,S,hockingstuart,10/09/2016,10.4,3163.0,2.0,1.0,1.0,1035.0,,1963.0,Glen Eira,-37.8925,145.0456,Southern Metropolitan,2403.0
Glen Huntly,2/6 Culma St,2,u,812000.0,S,Woodards,18/06/2016,10.4,3163.0,2.0,1.0,1.0,0.0,,1995.0,Glen Eira,-37.8924,145.0409,Southern Metropolitan,2403.0
Glen Huntly,6/99 Neerim Rd,2,u,350000.0,PI,hockingstuart,18/06/2016,10.4,3163.0,2.0,1.0,1.0,0.0,,1960.0,Glen Eira,-37.8868,145.0408,Southern Metropolitan,2403.0
Glen Huntly,6/135 Grange Rd,2,h,630000.0,S,Gary,19/11/2016,10.4,3163.0,2.0,1.0,1.0,100.0,,,Glen Eira,-37.8915,145.0451,Southern Metropolitan,2403.0
Glen Huntly,2/4 Hinton Rd,2,t,635000.0,PI,Ray,19/11/2016,10.4,3163.0,2.0,2.0,1.0,81.0,2.0,,Glen Eira,-37.8877,145.0449,Southern Metropolitan,2403.0
Glen Huntly,16/89 Neerim Rd,2,t,636500.0,S,Gary,22/05/2016,10.4,3163.0,2.0,1.0,1.0,0.0,68.0,1970.0,Glen Eira,-37.8866,145.0396,Southern Metropolitan,2403.0
Glen Huntly,201/1177 Glen Huntly Rd,2,u,445000.0,S,Woodards,24/09/2016,10.4,3163.0,2.0,1.0,1.0,0.0,,,Glen Eira,-37.8894,145.0431,Southern Metropolitan,2403.0
Glen Huntly,22/89 Neerim Rd,2,t,710000.0,S,Buxton,25/02/2017,10.4,3163.0,2.0,1.0,1.0,0.0,78.0,1970.0,Glen Eira,-37.8866,145.0396,Southern Metropolitan,2403.0
Glen Huntly,1/205 Grange Rd,2,u,640000.0,S,Gary,26/07/2016,10.4,3163.0,2.0,1.0,1.0,1784.0,110.0,1970.0,Glen Eira,-37.8966,145.0453,Southern Metropolitan,2403.0
Oakleigh,128 Atherton Rd,2,h,1010000.0,S,Ray,4/03/2017,14.0,3166.0,2.0,1.0,2.0,553.0,,1938.0,Monash,-37.9001,145.0981,Southern Metropolitan,3224.0
Oakleigh,8/105 Atherton Rd,2,h,305000.0,PI,Ray,4/06/2016,14.0,3166.0,2.0,1.0,1.0,0.0,80.0,1960.0,Monash,-37.8994,145.0955,Southern Metropolitan,3224.0
Oakleigh,11/79 Atherton Rd,2,u,400000.0,PI,Woodards,7/05/2016,14.0,3166.0,2.0,1.0,1.0,0.0,87.0,2004.0,Monash,-37.8991,145.0939,Southern Metropolitan,3224.0
Oakleigh,5/1 Parer St,2,h,600000.0,SP,Barry,12/06/2016,14.0,3166.0,2.0,1.0,1.0,211.0,,1975.0,Monash,-37.9086,145.0977,Southern Metropolitan,3224.0
Oakleigh,3/21 John St,2,h,655000.0,S,Barry,19/11/2016,14.0,3166.0,2.0,1.0,1.0,156.0,,,Monash,-37.9024,145.1008,Southern Metropolitan,3224.0
Oakleigh,1472 Dandenong Rd,2,h,750000.0,PI,Woodards,22/05/2016,14.0,3166.0,2.0,2.0,2.0,607.0,138.0,1950.0,Monash,-37.8964,145.0977,Southern Metropolitan,3224.0
Ripponlea,2/120 Brighton Rd,2,u,605000.0,S,Gary,7/05/2016,7.4,3185.0,2.0,1.0,1.0,722.0,,1970.0,Port Phillip,-37.8794,144.9947,Southern Metropolitan,821.0
Ripponlea,4/16 Hotham Gr,2,u,660000.0,S,RT,12/11/2016,7.4,3185.0,2.0,1.0,0.0,477.0,,,Port Phillip,-37.8804,144.9969,Southern Metropolitan,821.0
Ripponlea,8/10 Maryville St,2,u,570000.0,S,Buxton,19/11/2016,7.4,3185.0,2.0,1.0,0.0,785.0,,1964.0,Port Phillip,-37.8756,144.9934,Southern Metropolitan,821.0
Ripponlea,26 Bell St,2,t,755000.0,S,Chisholm,27/06/2016,7.4,3185.0,2.0,2.0,1.0,66.0,111.0,2005.0,Port Phillip,-37.8813,144.9964,Southern Metropolitan,821.0
Ripponlea,13/209 Hotham St,2,u,520000.0,S,hockingstuart,28/05/2016,7.4,3185.0,2.0,1.0,1.0,0.0,74.0,1971.0,Port Phillip,-37.8788,144.9974,Southern Metropolitan,821.0
Cremorne,72 Cubitt St,2,h,1000000.0,S,hockingstuart,4/06/2016,2.5,3121.0,2.0,1.0,2.0,176.0,114.0,1920.0,Yarra,-37.8281,144.9923,Northern Metropolitan,1123.0
Cremorne,5 Gough Pl,2,h,725000.0,S,Jellis,4/06/2016,2.5,3121.0,2.0,1.0,1.0,115.0,,,Yarra,-37.8285,144.9888,Northern Metropolitan,1123.0
Cremorne,34 Green St,2,h,1000000.0,S,Biggin,8/10/2016,2.5,3121.0,2.0,1.0,0.0,146.0,,,Yarra,-37.8274,144.9947,Northern Metropolitan,1123.0
Cremorne,7/18 Kelso St,2,u,546000.0,S,Biggin,8/10/2016,2.5,3121.0,2.0,1.0,1.0,0.0,,1980.0,Yarra,-37.8282,144.9897,Northern Metropolitan,1123.0
Cremorne,183 Cubitt St,2,h,895000.0,S,Biggin,15/10/2016,2.5,3121.0,2.0,1.0,0.0,138.0,,,Yarra,-37.832,144.99200000000005,Northern Metropolitan,1123.0
Cremorne,18 Chapel St,2,h,1015000.0,S,Biggin,16/07/2016,2.5,3121.0,2.0,1.0,1.0,131.0,80.0,1890.0,Yarra,-37.8274,144.9967,Northern Metropolitan,1123.0
Cremorne,14 Dover St,2,h,930000.0,S,hockingstuart,16/07/2016,2.5,3121.0,2.0,1.0,1.0,125.0,68.0,1900.0,Yarra,-37.8258,144.99200000000005,Northern Metropolitan,1123.0
Cremorne,607/140 Swan St,2,u,662500.0,S,Jellis,19/11/2016,2.5,3121.0,2.0,1.0,1.0,0.0,75.0,2015.0,Yarra,-37.8255,144.9948,Northern Metropolitan,1123.0
Cremorne,84 Chestnut St,2,h,831000.0,S,hockingstuart,22/05/2016,2.5,3121.0,2.0,1.0,0.0,128.0,,,Yarra,-37.8291,144.9952,Northern Metropolitan,1123.0
Cremorne,54 Balmain St,2,h,1110000.0,S,Biggin,24/09/2016,2.5,3121.0,2.0,1.0,1.0,144.0,,,Yarra,-37.8301,144.9927,Northern Metropolitan,1123.0
Cremorne,308/163 Cremorne St,2,u,565000.0,S,hockingstuart,24/09/2016,2.5,3121.0,2.0,1.0,1.0,0.0,,2007.0,Yarra,-37.8301,144.9904,Northern Metropolitan,1123.0
Cremorne,175 Dover St,2,t,1010000.0,S,hockingstuart,24/09/2016,2.5,3121.0,2.0,1.0,1.0,151.0,151.0,1998.0,Yarra,-37.8311,144.9914,Northern Metropolitan,1123.0
Docklands,1508/50 Lorimer St,2,u,800000.0,VB,RT,27/06/2016,1.9,3008.0,2.0,2.0,2.0,0.0,128.0,,Melbourne,-37.8249,144.9476,Southern Metropolitan,4707.0
South Kingsville,1/39 New St,2,t,650000.0,SP,Greg,6/08/2016,9.1,3015.0,2.0,2.0,1.0,151.0,102.0,2011.0,Hobsons Bay,-37.8289,144.8671,Western Metropolitan,984.0
South Kingsville,2/77 Vernon St,2,h,392250.0,SP,Gunn&Co,24/09/2016,9.1,3015.0,2.0,1.0,2.0,462.0,,1970.0,Hobsons Bay,-37.8331,144.8715,Western Metropolitan,984.0
South Kingsville,2/3 New St,2,h,420000.0,SP,Jas,26/07/2016,9.1,3015.0,2.0,1.0,1.0,78.0,130.0,1980.0,Hobsons Bay,-37.8262,144.8677,Western Metropolitan,984.0
South Kingsville,1/72 Paxton St,2,u,506000.0,S,Sweeney,27/06/2016,9.1,3015.0,2.0,1.0,1.0,126.0,83.0,1975.0,Hobsons Bay,-37.8315,144.8693,Western Metropolitan,984.0
South Kingsville,2/108 Blackshaws Rd,2,u,380000.0,VB,Oak,28/08/2016,9.1,3015.0,2.0,1.0,1.0,78.0,62.0,1960.0,Hobsons Bay,-37.8337,144.8739,Western Metropolitan,984.0
South Kingsville,56b Vernon St,2,t,611000.0,SP,Williams,28/08/2016,9.1,3015.0,2.0,1.0,1.0,228.0,100.0,2000.0,Hobsons Bay,-37.8317,144.8713,Western Metropolitan,984.0
Travancore,2/9 Buckland St,2,u,503000.0,S,Nelson,10/12/2016,5.3,3032.0,2.0,1.0,1.0,0.0,,1960.0,Moonee Valley,-37.7822,144.9342,Western Metropolitan,1052.0
Travancore,47 Mooltan St,2,h,1100000.0,SP,Nelson,18/06/2016,5.3,3032.0,2.0,1.0,1.0,321.0,,,Moonee Valley,-37.7818,144.9374,Western Metropolitan,1052.0
Travancore,145/38 Mt Alexander Rd,2,u,315000.0,SP,Ray,28/05/2016,5.3,3032.0,2.0,1.0,1.0,0.0,51.0,2012.0,Moonee Valley,-37.7847,144.9383,Western Metropolitan,1052.0
Caulfield East,9 Lord St,2,h,620000.0,SP,Woodards,10/12/2016,9.3,3145.0,2.0,1.0,2.0,0.0,,,Glen Eira,-37.8852,145.0462,Southern Metropolitan,608.0
Caulfield East,17 Clifton St,2,h,1000000.0,S,hockingstuart,25/02/2017,9.3,3145.0,2.0,1.0,1.0,472.0,,1960.0,Glen Eira,-37.884,145.0447,Southern Metropolitan,608.0
Keilor Park,5/8 Swan St,2,t,380000.0,S,Nelson,10/09/2016,14.5,3042.0,2.0,1.0,1.0,161.0,100.0,2010.0,Brimbank,-37.7251,144.8621,Western Metropolitan,1119.0
Gardenvale,2/32 Gardenia Rd,2,u,393000.0,SP,Biggin,14/05/2016,9.8,3185.0,2.0,1.0,1.0,0.0,65.0,1970.0,Glen Eira,-37.8971,145.0093,Southern Metropolitan,534.0
Gardenvale,7/32 Gardenia Rd,2,u,440000.0,S,Biggin,18/06/2016,9.8,3185.0,2.0,1.0,1.0,0.0,75.0,,Glen Eira,-37.8971,145.0093,Southern Metropolitan,534.0
Gardenvale,1/18 Magnolia Rd,2,u,595000.0,S,Biggin,19/11/2016,9.8,3185.0,2.0,1.0,1.0,0.0,75.0,1960.0,Glen Eira,-37.8994,145.0101,Southern Metropolitan,534.0
Aberfeldie,3/4 Combermere St,2,h,470000.0,S,Barry,8/04/2017,9.1,3040.0,2.0,1.0,1.0,70.0,72.3,1980.0,Moonee Valley,-37.7564,144.9043,Western Metropolitan,1543.0
Albert Park,75 Richardson St,2,h,2810000.0,S,Greg,8/04/2017,3.3,3206.0,2.0,1.0,1.0,263.0,,,Port Phillip,-37.8441,144.9522,Southern Metropolitan,3280.0
Albert Park,21 Finlay St,2,h,2130000.0,S,Marshall,13/05/2017,3.3,3206.0,2.0,1.0,1.0,236.0,,,Port Phillip,-37.8436,144.9558,Southern Metropolitan,3280.0
Albert Park,2A Mills St,2,t,1500000.0,S,Marshall,29/04/2017,3.3,3206.0,2.0,1.0,1.0,115.0,,,Port Phillip,-37.8441,144.9598,Southern Metropolitan,3280.0
Albert Park,46 Withers St,2,h,1190000.0,S,RT,29/04/2017,3.3,3206.0,2.0,1.0,0.0,111.0,70.0,1915.0,Port Phillip,-37.8445,144.9489,Southern Metropolitan,3280.0
Armadale,22 Baldwin St,2,h,1859000.0,S,Marshall,6/05/2017,6.3,3143.0,2.0,2.0,3.0,311.0,,,Stonnington,-37.8545,145.0219,Southern Metropolitan,4836.0
Armadale,5/29 Mercer Rd,2,t,1200000.0,S,RT,6/05/2017,6.3,3143.0,2.0,2.0,1.0,189.0,,,Stonnington,-37.8532,145.0259,Southern Metropolitan,4836.0
Armadale,8/15 Egerton Rd,2,u,480000.0,VB,hockingstuart,8/04/2017,6.3,3143.0,2.0,1.0,1.0,0.0,66.23,1960.0,Stonnington,-37.8624,145.0223,Southern Metropolitan,4836.0
Armadale,18 Rose St,2,h,1705000.0,S,Marshall,20/05/2017,6.3,3143.0,2.0,2.0,0.0,195.0,,,Stonnington,-37.851,145.0156,Southern Metropolitan,4836.0
Armadale,1/5 The Terrace,2,u,852000.0,S,Woodards,22/04/2017,6.3,3143.0,2.0,1.0,1.0,869.0,74.0,1980.0,Stonnington,-37.8603,145.0224,Southern Metropolitan,4836.0
Armadale,8/16 Wattletree Rd,2,u,690000.0,S,Jellis,22/04/2017,6.3,3143.0,2.0,1.0,2.0,0.0,,,Stonnington,-37.8611,145.0174,Southern Metropolitan,4836.0
Ascot Vale,72 Bloomfield Rd,2,h,1020000.0,PI,Nelson,13/05/2017,5.9,3032.0,2.0,1.0,1.0,226.0,98.0,1920.0,Moonee Valley,-37.7761,144.9165,Western Metropolitan,6567.0
Ascot Vale,4/225 Maribyrnong Rd,2,t,565000.0,S,Woodards,13/05/2017,5.9,3032.0,2.0,2.0,1.0,103.0,,,Moonee Valley,-37.7715,144.9088,Western Metropolitan,6567.0
Ascot Vale,136 The Parade,2,h,1050000.0,S,Brad,20/05/2017,5.9,3032.0,2.0,1.0,0.0,341.0,,,Moonee Valley,-37.7721,144.9113,Western Metropolitan,6567.0
Ascot Vale,3 Federation St,2,h,1005000.0,S,Brad,29/04/2017,5.9,3032.0,2.0,1.0,1.0,202.0,,,Moonee Valley,-37.7737,144.9166,Western Metropolitan,6567.0
Ashwood,5 Harcourt St,2,h,1495000.0,S,Barry,8/04/2017,12.2,3147.0,2.0,1.0,2.0,803.0,95.0,1950.0,Monash,-37.8683,145.1064,Southern Metropolitan,2894.0
Ashwood,1/7 Queens Pde,2,u,822000.0,S,Marshall,8/04/2017,12.2,3147.0,2.0,1.0,1.0,78.0,59.0,1970.0,Monash,-37.8677,145.0981,Southern Metropolitan,2894.0
Ashwood,3/5 Yunki Ct,2,t,770000.0,SP,Buxton,8/04/2017,12.2,3147.0,2.0,1.0,2.0,162.0,,2010.0,Monash,-37.871,145.0994,Southern Metropolitan,2894.0
Balwyn North,25 Rookwood St,2,h,1900000.0,S,Noel,8/04/2017,9.2,3104.0,2.0,1.0,2.0,667.0,130.0,1955.0,Boroondara,-37.7926,145.0842,Southern Metropolitan,7809.0
Balwyn North,2/87 Tannock St,2,u,800000.0,PI,hockingstuart,20/05/2017,9.2,3104.0,2.0,2.0,1.0,196.0,,1994.0,Boroondara,-37.785,145.0961,Southern Metropolitan,7809.0
Bentleigh,2 Delhi St,2,h,1402000.0,S,Woodards,6/05/2017,13.0,3204.0,2.0,1.0,4.0,616.0,,,Glen Eira,-37.9257,145.0469,Southern Metropolitan,6795.0
Bentleigh,23 Auckland St,2,h,1100000.0,VB,Woodards,8/04/2017,13.0,3204.0,2.0,1.0,3.0,579.0,,,Glen Eira,-37.925,145.0467,Southern Metropolitan,6795.0
Bentleigh,42 Hutchinson St,2,u,710000.0,S,Woodards,8/04/2017,13.0,3204.0,2.0,1.0,3.0,225.0,,,Glen Eira,-37.9243,145.0497,Southern Metropolitan,6795.0
Bentleigh,4/2 Jasper Rd,2,t,620000.0,SP,McGrath,8/04/2017,13.0,3204.0,2.0,2.0,1.0,0.0,,2012.0,Glen Eira,-37.9329,145.0393,Southern Metropolitan,6795.0
Bentleigh,52a Tucker Rd,2,u,725000.0,S,Buxton,29/04/2017,13.0,3204.0,2.0,1.0,1.0,0.0,115.0,2006.0,Glen Eira,-37.9296,145.0498,Southern Metropolitan,6795.0
Bentleigh East,1 Heather St,2,h,1962000.0,S,Buxton,20/05/2017,13.9,3165.0,2.0,1.0,2.0,848.0,,,Glen Eira,-37.9199,145.0573,Southern Metropolitan,10969.0
Bentleigh East,2/16 Argyle St,2,u,535000.0,SP,hockingstuart,29/04/2017,13.9,3165.0,2.0,1.0,1.0,1026.0,68.11,1970.0,Glen Eira,-37.911,145.0711,Southern Metropolitan,10969.0
Box Hill,5/10 Camelia St,2,u,780000.0,S,Ray,6/05/2017,13.1,3128.0,2.0,1.0,1.0,171.0,80.0,2014.0,Whitehorse,-37.8158,145.1384,Eastern Metropolitan,4605.0
Box Hill,2/13 Oxford St,2,u,572000.0,SP,Barry,13/05/2017,13.1,3128.0,2.0,1.0,1.0,0.0,,,Whitehorse,-37.8219,145.1213,Eastern Metropolitan,4605.0
Box Hill,1A Maple St,2,t,990000.0,S,Fletchers,20/05/2017,13.1,3128.0,2.0,1.0,1.0,257.0,,,Whitehorse,-37.8259,145.1282,Eastern Metropolitan,4605.0
Box Hill,4/18 Barkly St,2,u,646500.0,S,McGrath,22/04/2017,13.1,3128.0,2.0,1.0,1.0,156.0,,1980.0,Whitehorse,-37.8281,145.1305,Eastern Metropolitan,4605.0
Braybrook,96 Duke St,2,h,610000.0,S,Barry,6/05/2017,10.8,3019.0,2.0,1.0,2.0,555.0,74.0,1950.0,Maribyrnong,-37.7854,144.8463,Western Metropolitan,3589.0
Braybrook,16 Menzies St,2,h,760000.0,S,Douglas,8/04/2017,10.8,3019.0,2.0,1.0,1.0,604.0,82.0,1950.0,Maribyrnong,-37.782,144.8528,Western Metropolitan,3589.0
Brighton,147 North Rd,2,t,975000.0,PI,Marshall,8/04/2017,11.2,3186.0,2.0,1.0,1.0,444.0,182.0,1915.0,Bayside,-37.8993,145.0046,Southern Metropolitan,10579.0
